crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_prediction,risk_score
soybean,2.358,948.69,9.0,872.06,19.57,26.03,13.2,85.34,10.24,6.81,243.75,42.34,146.18,0.703,0.6808,0.5103,0.7788,0.1088,-0.0409,-0.0925,0.1565,0.32,0.1849,0.3895,4,-0.28,0.0,0.0,0.0909,0.1049,3.845,8.433449135622798
rice,3.454,663.58,11.98,587.87,22.92,33.47,13.6,69.66,11.73,6.72,276.64,17.87,126.02,0.858,0.7125,0.5148,0.8027,0.0593,-0.0306,-0.0807,0.1357,0.3905,0.2111,0.5622,5,12.08,0.0,0.0,0.0818,0.0286,5.798,9.193717226012787
wheat,4.277,806.19,30.3,545.38,23.78,28.3,18.92,40.78,27.35,5.31,134.91,33.81,221.02,0.985,0.6438,0.5101,0.785,0.0501,0.0552,-0.1188,0.1225,0.3657,0.2675,0.5083,2,3.36,0.0,0.0,0.0552,0.1193,5.016,8.877537710407275
maize,3.047,1034.52,22.26,1277.15,31.15,37.77,24.36,45.62,10.43,6.89,234.99,23.8,187.29,1.046,0.8187,0.6125,0.9277,0.0885,-0.3021,-0.4673,-0.1347,0.2002,0.1395,0.3301,3,-7.21,2.77,0.0,0.1113,0.2268,6.031,17.501512828891812
chickpea,9.98,411.63,50.76,314.96,30.81,37.49,21.54,61.02,1.0,5.92,401.06,32.34,124.47,0.485,0.6698,0.3838,0.8653,0.0815,-0.0928,-0.2402,-0.0054,0.2666,0.1255,0.337,4,8.83,2.49,0.0,0.1428,0.1911,2.666,20.243899476466414
maize,8.021,616.88,17.51,632.19,33.62,44.22,23.42,82.29,7.22,7.31,282.11,22.13,170.41,0.674,0.5676,0.398,0.6572,0.1253,-0.3488,-0.4414,-0.2933,0.1491,0.0352,0.2841,1,-1.95,9.22,0.0,0.5034,0.4148,4.25,48.48311316853054
maize,5.978,965.21,14.15,779.04,23.16,31.55,17.46,89.32,9.7,5.8,286.55,21.56,181.72,0.573,0.6707,0.5335,0.7785,0.0884,-0.1348,-0.2607,-0.0216,0.2893,0.1838,0.416,1,-7.92,0.0,0.0,0.2158,0.171,6.045,16.526107641583966
soybean,2.209,665.25,21.55,647.15,27.81,35.52,21.71,63.0,13.83,6.97,421.6,10.13,234.36,0.818,0.7995,0.5626,0.8996,0.0896,-0.2346,-0.3904,-0.1782,0.2139,0.1244,0.2661,3,1.13,0.52,0.0,0.0552,0.0926,4.017,7.361417197991213
cotton,8.005,811.49,27.34,900.84,29.67,39.97,21.73,59.69,20.21,6.68,289.4,16.1,275.99,0.765,0.8026,0.5954,0.8864,0.0834,-0.0726,-0.2602,0.0154,0.0587,-0.0281,0.1635,4,1.19,4.97,0.0,0.0933,0.2386,2.871,19.938798370734155
soybean,2.181,312.08,15.64,227.01,29.55,36.67,22.17,81.74,12.86,5.83,169.86,47.67,185.46,0.708,0.7401,0.4827,0.8334,0.1259,-0.1891,-0.3779,-0.0464,0.1175,-0.0506,0.2213,1,9.77,1.67,0.0,0.2055,0.3117,3.517,27.75600325704574
cotton,8.211,610.49,4.6,725.85,28.37,39.31,20.6,46.16,25.5,7.16,310.18,28.3,349.67,0.709,0.8507,0.5603,0.9492,0.0739,-0.3323,-0.4293,-0.1771,0.1777,0.1249,0.2412,2,0.13,4.31,0.0,0.0388,0.154,2.647,12.850834990867236
cotton,3.979,409.11,49.89,296.56,33.54,41.89,28.29,71.17,12.37,7.35,231.21,30.11,207.59,0.559,0.6942,0.4572,0.8716,0.1185,-0.2001,-0.2887,-0.0464,0.2687,0.183,0.387,5,9.04,6.89,0.0,0.2743,0.3276,1.683,36.24005430423836
maize,9.14,888.07,17.81,1013.18,33.29,39.43,25.32,76.24,9.99,7.34,353.7,30.56,167.84,0.885,0.6854,0.5663,0.8208,0.0985,-0.3313,-0.4303,-0.2595,0.0569,-0.1061,0.2328,5,10.65,4.43,0.0,0.2114,0.193,4.783,25.77349364640057
soybean,2.997,606.03,72.65,432.4,33.82,38.7,28.52,53.69,24.42,5.8,178.06,11.34,187.39,1.032,0.6899,0.4202,0.7839,0.0903,-0.2499,-0.3542,-0.1546,0.2282,0.1473,0.3325,5,-2.79,3.7,0.0,0.2086,0.3133,3.641,26.303807888320524
maize,7.747,487.18,25.64,408.26,30.57,38.96,19.11,55.11,8.22,7.14,359.41,10.62,164.99,1.066,0.7493,0.4503,0.9232,0.0889,-0.2367,-0.3175,-0.1052,0.1846,0.0212,0.3213,2,-3.01,3.96,0.0,0.1371,0.2206,5.696,19.473926001187234
soybean,6.854,642.59,45.34,512.17,28.61,32.9,22.61,59.94,25.48,6.75,242.35,10.98,141.15,0.528,0.835,0.7106,0.9275,0.0891,-0.0961,-0.2614,0.0076,0.2118,0.1036,0.273,4,1.3,0.0,0.0,0.1032,0.0651,3.294,7.646054462939983
wheat,8.25,453.3,6.9,509.43,25.94,29.03,20.64,57.87,17.7,5.78,206.4,29.48,154.01,0.734,0.6386,0.4876,0.7838,0.0522,-0.1903,-0.3186,0.0016,0.154,0.0614,0.2329,4,7.37,0.0,0.0,0.0619,0.1924,5.29,13.937875654370787
soybean,6.615,886.94,12.75,886.84,28.27,36.49,21.98,83.15,15.34,6.93,242.11,40.96,201.39,1.064,0.7998,0.561,0.9708,0.0657,-0.0219,-0.0729,0.0718,0.1146,0.0434,0.2132,1,8.82,1.49,0.0,0.1645,0.0,3.563,11.572501384983225
soybean,1.006,713.06,48.49,770.74,27.27,34.0,21.01,62.83,3.29,6.32,230.94,33.85,125.89,0.705,0.6848,0.4558,0.7955,0.1631,-0.047,-0.1129,0.0905,0.2802,0.2197,0.451,4,11.05,0.0,0.0,0.1478,0.1541,4.005,17.138608904696497
cotton,7.538,554.68,52.44,531.33,19.42,27.49,13.65,76.03,9.41,7.12,296.0,41.32,210.1,0.644,0.95,0.7202,1.0,0.02,0.2733,0.114,0.35,0.4146,0.3193,0.4831,1,4.15,0.0,0.0,0.1037,0.1797,2.502,13.87332546822751
rice,7.205,526.03,36.36,343.7,26.93,33.9,19.54,45.97,7.89,4.8,207.28,17.66,205.96,0.817,0.5808,0.3271,0.7146,0.0889,-0.2151,-0.3224,-0.0514,0.2021,0.0962,0.2845,1,-3.96,0.0,0.0,0.1077,0.1639,5.964,11.766331898214105
rice,2.592,597.31,32.85,434.61,24.84,31.12,20.95,97.68,5.97,7.01,240.64,25.59,157.04,0.84,0.7062,0.4751,0.8932,0.072,0.049,-0.1319,0.2484,0.2489,0.0858,0.4239,1,-2.77,0.0,0.0,0.2574,0.1786,5.873,18.575829197979637
maize,8.235,706.58,20.51,766.84,23.87,32.03,18.67,44.85,14.03,7.43,104.05,13.36,240.43,0.723,0.6617,0.381,0.7889,0.0759,0.061,-0.0367,0.2165,0.3527,0.2074,0.5292,5,11.03,0.0,0.0,0.039,0.1379,6.216,11.934950392428481
chickpea,4.979,679.78,11.51,829.04,18.83,27.49,8.84,60.2,10.38,5.02,255.87,18.35,325.94,0.543,0.7295,0.522,0.9195,0.1217,0.0262,-0.1375,0.1271,0.265,0.0931,0.3175,2,1.63,0.0,0.0,0.0669,0.0792,3.148,6.910379569837162
soybean,4.533,722.79,46.34,567.71,17.96,27.93,9.96,54.33,15.34,6.37,230.93,12.51,201.12,1.002,0.6595,0.4392,0.8398,0.0602,0.2248,0.0636,0.4028,0.4889,0.3568,0.5519,1,-4.02,0.0,0.0,0.0519,0.0727,3.838,5.38873872980135
wheat,1.376,619.06,11.49,600.32,21.16,25.78,13.08,72.38,14.2,7.62,211.95,18.71,137.12,0.636,0.6703,0.5092,0.8526,0.0666,0.05,-0.0832,0.1306,0.3116,0.2319,0.4738,3,10.67,0.0,0.0,0.1134,0.111,4.998,13.651524463964007
chickpea,7.471,492.86,16.56,376.36,29.19,37.08,22.3,84.36,22.45,6.59,171.65,21.04,224.43,1.071,0.6465,0.4393,0.8129,0.1371,-0.2045,-0.3722,-0.0355,0.2789,0.1606,0.4279,2,5.08,2.08,0.0,0.4146,0.3723,2.918,37.70490796915612
maize,5.651,721.98,31.52,787.59,21.39,26.24,13.57,31.12,17.36,4.8,324.86,24.22,199.07,0.815,0.8426,0.5761,0.9295,0.0658,0.1402,0.0601,0.329,0.2768,0.1164,0.3371,5,1.71,0.0,0.0,0.0241,0.0792,6.379,5.18189396384264
cotton,2.856,726.07,17.79,594.02,32.66,38.23,23.49,47.45,13.75,6.87,119.67,27.73,199.52,0.584,0.7172,0.5038,0.8312,0.1625,-0.1946,-0.2836,-0.1167,0.2075,0.1003,0.3486,4,12.87,3.23,0.0,0.1209,0.0041,2.463,13.230636432168133
cotton,6.65,784.87,23.18,626.71,26.32,33.61,17.84,88.87,10.78,7.53,209.68,20.01,267.71,0.884,0.7931,0.5449,0.8747,0.1232,-0.0195,-0.2018,0.1478,0.4004,0.2726,0.5726,1,15.97,0.0,0.0,0.2036,0.0996,2.195,18.84417904404368
wheat,9.949,394.85,54.59,265.78,28.44,35.06,21.99,64.25,17.06,7.13,150.76,15.85,168.7,0.834,0.6259,0.5239,0.7423,0.0642,-0.1713,-0.3338,0.0099,0.2033,0.0777,0.2571,5,10.33,0.06,0.0,0.2357,0.1881,4.362,22.06192624806501
cotton,7.428,364.94,60.2,254.23,23.54,27.91,14.8,59.4,10.41,6.97,367.76,23.65,72.83,0.714,0.7716,0.6517,0.8688,0.0729,0.0257,-0.0845,0.1121,0.4178,0.2549,0.5035,3,12.86,0.0,0.0,0.1041,0.0918,2.413,13.23460386701736
cotton,0.514,613.0,9.52,500.41,30.78,37.05,26.38,59.15,9.94,6.76,326.31,21.48,297.96,0.819,0.6597,0.467,0.7463,0.02,-0.3161,-0.4308,-0.1314,0.2007,0.0434,0.2994,4,6.4,2.05,0.0,0.1181,0.3338,2.569,24.264850914923016
rice,4.224,810.77,35.11,542.61,20.68,29.99,16.66,77.62,11.33,6.86,205.3,27.19,180.55,1.051,0.5217,0.3245,0.6511,0.1549,-0.0284,-0.1046,0.1636,0.3831,0.2733,0.5023,3,-0.03,0.0,0.0,0.0893,0.1497,5.291,10.374275128544117
cotton,8.772,814.31,47.46,769.11,25.91,29.18,21.5,98.0,2.07,6.1,287.42,21.48,218.74,0.552,0.6008,0.3253,0.7433,0.1096,0.0034,-0.0606,0.1943,0.374,0.2995,0.4533,5,9.35,0.0,0.0,0.3645,0.2386,2.716,29.186863647811307
soybean,2.697,830.86,78.99,1013.72,16.33,20.0,10.01,69.57,1.0,6.66,324.6,28.64,227.64,0.637,0.8931,0.595,0.9936,0.036,0.2024,0.0163,0.2959,0.427,0.2965,0.514,4,1.98,0.0,0.0,0.0612,0.2465,4.268,14.301327650959546
wheat,9.251,802.11,17.03,650.63,32.76,40.84,26.08,65.16,15.73,7.14,126.35,20.81,300.68,0.569,0.6351,0.4733,0.7809,0.1092,-0.3812,-0.569,-0.3209,0.0243,-0.1459,0.1951,4,4.67,5.84,0.0,0.2454,0.289,3.711,30.627123474948576
wheat,6.718,364.14,64.48,306.82,37.02,45.83,27.56,41.21,14.1,5.95,200.82,22.0,115.01,0.931,0.693,0.4511,0.8523,0.1176,-0.3409,-0.4605,-0.1702,0.2165,0.1541,0.3451,5,5.1,10.83,0.0,0.208,0.3776,3.199,38.210746113883204
maize,0.749,745.87,55.29,628.78,34.0,40.4,26.42,29.05,24.65,6.56,230.85,19.86,137.37,0.506,0.6174,0.353,0.6998,0.1111,-0.2047,-0.3926,-0.0266,0.094,-0.0298,0.2717,1,4.11,5.4,0.0,0.1175,0.2611,5.17,23.471152830464572
soybean,4.003,624.05,8.76,537.74,31.55,38.36,24.25,42.67,23.03,6.88,145.62,23.51,218.28,0.963,0.5766,0.4717,0.6887,0.0966,-0.3676,-0.5088,-0.2794,0.044,-0.0694,0.1568,1,-5.87,3.36,0.0,0.0526,0.2108,3.61,14.96292983625002
cotton,4.484,280.36,14.01,347.17,28.47,33.8,20.54,76.42,19.01,7.52,186.41,7.47,105.18,0.415,0.7149,0.4899,0.8333,0.0557,-0.0678,-0.2533,-0.0025,0.2005,0.0499,0.307,5,20.58,0.0,0.0,0.2498,0.2811,2.243,30.608805065695833
maize,2.115,728.51,13.68,742.11,29.46,36.67,19.08,66.06,30.21,7.59,263.97,33.84,50.0,0.311,0.6696,0.4941,0.7499,0.0757,-0.1808,-0.2863,-0.0356,0.3177,0.1651,0.4098,2,-6.18,1.67,0.0,0.1843,0.2699,6.621,21.331470228222727
chickpea,2.783,846.9,14.97,834.2,33.8,39.93,27.56,72.4,9.93,6.64,220.83,35.44,96.37,1.073,0.5884,0.409,0.786,0.0796,-0.3239,-0.3755,-0.2731,0.1441,0.0694,0.1952,4,10.38,4.93,0.0,0.3508,0.0817,2.386,26.914560635455263
wheat,0.767,869.07,34.47,844.82,30.97,38.38,24.64,63.91,15.26,6.59,301.28,25.37,119.26,0.668,0.7824,0.4843,0.8828,0.0828,-0.2464,-0.4454,-0.0833,0.2679,0.1788,0.3664,1,-4.01,3.38,0.0,0.274,0.3467,4.743,30.167027362567573
rice,3.409,748.96,12.38,826.81,27.04,30.0,20.53,64.48,13.93,6.96,334.57,22.45,159.36,1.304,0.7412,0.551,0.9224,0.1229,-0.2482,-0.3178,-0.1051,0.2897,0.1517,0.4531,1,1.67,0.0,0.0,0.0494,0.0,5.917,2.659058091088812
wheat,8.789,427.72,29.26,506.45,28.38,33.19,21.93,75.2,13.22,7.33,213.56,30.67,148.97,0.665,0.5392,0.3239,0.733,0.1065,-0.118,-0.2562,0.0054,0.2063,0.0902,0.2674,4,7.08,0.0,0.0,0.1747,0.1113,4.965,14.831069855604062
wheat,5.728,1028.55,35.22,724.44,30.48,38.38,26.19,66.08,21.58,6.09,142.53,10.43,183.02,0.751,0.5273,0.307,0.6199,0.1023,-0.3429,-0.5226,-0.1548,0.2131,0.0917,0.2959,5,-6.0,3.38,0.0,0.2607,0.384,4.579,31.29118553084606
soybean,3.451,1037.48,19.65,1032.5,35.23,45.98,30.13,67.66,12.42,7.02,198.42,25.48,202.79,0.613,0.5598,0.2899,0.6992,0.02,-0.3423,-0.4445,-0.175,0.1635,0.0158,0.282,5,-6.2,10.98,0.0,0.2037,0.3192,2.509,33.646727533445585
cotton,8.139,467.6,29.92,557.0,42.0,50.0,34.85,61.78,25.75,6.07,224.39,19.99,256.38,0.828,0.6366,0.4718,0.7899,0.069,-0.4733,-0.6708,-0.3572,0.0785,-0.0466,0.1765,2,0.09,15.0,0.0,0.3501,0.4654,0.986,50.26435855676302
rice,0.889,420.8,10.69,334.24,31.52,37.41,27.12,98.0,16.67,5.79,317.89,37.41,132.42,0.869,0.702,0.4081,0.8534,0.0991,-0.1709,-0.3274,0.0112,0.1013,-0.0141,0.2563,1,0.53,2.41,0.0,0.3315,0.1802,5.508,24.30191975879801
wheat,6.769,409.32,76.66,366.12,27.92,36.54,20.79,64.72,14.37,7.74,299.36,32.86,105.02,0.827,0.8101,0.6076,0.9383,0.095,-0.0364,-0.1667,0.0835,0.4356,0.3703,0.5317,3,0.64,1.54,0.0,0.2325,0.2968,5.073,24.6279647911654
cotton,9.968,649.98,48.84,806.2,28.2,32.23,21.09,54.41,20.83,6.22,351.99,35.5,159.18,0.757,0.7729,0.4768,0.9388,0.109,-0.1311,-0.2774,-0.0155,0.3529,0.2571,0.4967,4,1.07,0.0,0.0,0.0792,0.1555,2.577,10.622215679020647
soybean,6.888,368.84,30.56,353.74,26.51,31.24,17.93,69.23,6.05,6.23,365.65,34.46,121.76,0.441,0.5622,0.4203,0.7538,0.1469,-0.0102,-0.2024,0.1258,0.2582,0.1756,0.3158,2,4.63,0.0,0.0,0.255,0.1888,3.964,20.678603840177708
wheat,2.892,776.98,23.18,633.49,15.0,26.07,7.01,84.14,11.39,6.36,230.96,22.05,146.15,0.692,0.7239,0.583,0.917,0.1161,0.135,-0.0396,0.3266,0.5004,0.3986,0.616,1,7.23,0.0,0.0,0.0716,0.1097,5.394,10.579602054726827
rice,3.047,563.03,30.68,516.88,17.57,30.3,9.69,80.65,15.39,6.6,245.36,28.99,192.38,0.448,0.95,0.7257,1.0,0.0861,0.2406,0.1377,0.3941,0.3822,0.2522,0.5371,5,10.71,0.0,0.0,0.0756,0.2435,5.736,18.048021901488788
cotton,1.162,797.75,14.11,802.23,30.65,34.99,22.83,70.17,16.92,7.41,270.87,37.52,223.86,0.889,0.5957,0.4103,0.7635,0.0977,-0.2231,-0.3692,-0.1038,0.0683,-0.0202,0.1429,1,15.54,0.0,0.0,0.2596,0.2439,2.733,27.44629239804369
rice,5.327,614.04,22.2,432.45,25.24,30.63,18.16,64.92,9.26,6.2,229.64,20.97,212.14,0.544,0.6532,0.4995,0.7945,0.1372,0.0039,-0.1614,0.0644,0.2949,0.1212,0.3726,3,7.1,0.0,0.0,0.2211,0.2718,6.01,23.933869532830677
soybean,1.671,918.59,66.48,1114.1,18.96,29.68,11.35,88.35,9.44,6.71,273.34,30.47,111.28,1.079,0.805,0.5626,0.9714,0.1285,0.2971,0.1914,0.3485,0.3682,0.2079,0.4182,5,-2.71,0.0,0.0,0.1756,0.124,4.237,12.76920544350218
cotton,2.916,657.89,20.26,622.76,30.54,41.18,26.25,68.04,11.33,6.2,273.58,15.86,188.69,0.576,0.7579,0.5243,0.8769,0.0978,-0.136,-0.2847,-0.0177,0.2378,0.1209,0.3888,4,5.82,6.18,0.0,0.0735,0.0921,2.588,15.518103461406923
cotton,6.2,691.54,24.61,694.11,27.16,38.17,22.62,59.5,15.29,6.56,296.22,41.52,161.62,0.363,0.7535,0.5105,0.9419,0.1135,0.0085,-0.1221,0.1345,0.1586,0.039,0.2525,1,7.07,3.17,0.0,0.1113,0.025,2.409,11.526897409831628
rice,1.039,1024.31,47.16,848.55,29.42,34.8,23.38,87.72,12.08,7.4,135.07,10.61,160.31,0.884,0.5641,0.3606,0.7495,0.0807,-0.2548,-0.3497,-0.0636,0.2908,0.2136,0.3672,2,0.98,0.0,0.0,0.5628,0.1921,5.546,32.098461618060895
chickpea,7.256,416.22,37.97,366.1,21.58,29.06,14.28,81.63,10.89,8.13,295.23,9.43,147.4,0.911,0.7205,0.4996,0.9034,0.0737,0.0141,-0.1403,0.1973,0.3364,0.2576,0.4419,4,8.26,0.0,0.0,0.2846,0.1999,2.827,23.759761915329953
rice,1.844,506.81,32.54,378.02,15.89,24.26,6.33,70.51,13.16,6.57,262.4,23.38,180.9,0.619,0.7685,0.5436,0.886,0.0878,0.2168,0.1317,0.3892,0.4473,0.3669,0.5237,5,12.74,0.0,0.0,0.0686,0.1199,5.374,12.98929800351391
rice,2.545,556.56,14.55,546.09,30.27,36.7,23.29,86.36,9.01,5.93,159.68,19.66,194.47,0.741,0.6537,0.5066,0.8468,0.0543,-0.1456,-0.3045,0.0009,0.1582,-0.0114,0.2864,1,6.73,1.7,0.0,0.4995,0.195,5.29,33.49392954011048
cotton,3.073,668.4,26.51,628.58,26.22,30.45,19.26,47.72,19.73,7.62,245.14,18.03,204.37,0.995,0.7297,0.4782,0.917,0.1057,-0.185,-0.3328,-0.1278,0.2412,0.0676,0.3686,2,12.21,0.0,0.0,0.1248,0.1008,2.84,14.243347705975149
rice,2.211,1083.71,41.46,888.01,24.85,27.02,20.89,45.43,9.88,7.73,151.55,14.55,207.75,0.917,0.5562,0.3168,0.6873,0.0682,-0.0855,-0.2097,0.0067,0.3291,0.1628,0.458,2,-5.5,0.0,0.0,0.0811,0.2149,5.779,12.95761628493533
rice,9.709,493.17,23.7,589.66,24.2,33.45,14.74,68.24,1.0,6.1,217.42,31.13,261.73,0.596,0.7117,0.4387,0.8359,0.121,-0.0555,-0.2385,0.1226,0.3014,0.1471,0.3947,3,-0.21,0.0,0.0,0.1195,0.0722,5.906,8.143991320156616
rice,7.159,699.85,54.08,629.26,26.27,29.77,16.98,71.32,20.3,7.3,136.0,44.76,117.9,0.546,0.7128,0.4255,0.8437,0.0963,-0.0731,-0.1915,0.1123,0.2354,0.0919,0.3921,1,15.26,0.0,0.0,0.1719,0.1661,5.818,20.252623559168086
cotton,2.536,753.32,18.16,652.17,23.73,33.71,16.72,69.54,15.67,8.05,263.91,25.17,269.08,0.92,0.7177,0.5082,0.8136,0.1246,0.0216,-0.0887,0.1515,0.1838,0.055,0.3625,3,-4.96,0.0,0.0,0.1412,0.0878,2.839,9.734348585129581
maize,9.957,619.56,103.69,763.6,25.62,32.63,21.19,66.28,5.03,6.27,223.83,8.05,208.65,0.751,0.6774,0.4279,0.819,0.0743,0.0713,-0.1212,0.1839,0.4361,0.3602,0.5034,5,2.62,0.0,1.369,0.159,0.1399,6.437,15.30757358804756
soybean,4.33,657.42,28.56,810.97,28.78,37.86,23.27,71.87,10.12,7.12,235.2,22.25,107.4,0.751,0.7032,0.4308,0.8689,0.1041,-0.0525,-0.2479,0.0287,0.2948,0.2091,0.39,4,1.65,2.86,0.0,0.146,0.2238,4.175,19.504651629753138
soybean,7.528,713.83,19.59,840.48,32.03,39.6,27.04,83.0,17.41,6.13,217.13,22.67,50.0,0.659,0.6087,0.3779,0.7712,0.0895,-0.2456,-0.3173,-0.0558,0.316,0.1583,0.4778,4,7.22,4.6,0.0,0.4461,0.3905,3.129,43.140724659058534
rice,2.196,731.03,22.82,865.74,23.59,32.69,14.13,55.4,14.87,5.3,250.15,23.84,103.29,0.988,0.6408,0.3707,0.7664,0.1201,0.078,-0.0354,0.2423,0.0341,-0.0255,0.1463,4,1.56,0.0,0.0,0.1092,0.1846,5.739,13.342900527276411
soybean,3.752,672.34,11.06,535.3,25.65,33.67,20.0,39.56,25.23,6.77,197.57,27.72,106.09,0.696,0.7109,0.4128,0.876,0.0904,-0.1827,-0.3063,-0.0767,0.3452,0.2707,0.5144,1,-0.49,0.0,0.0,0.0586,0.2479,4.047,13.51115663869833
maize,3.372,1125.87,25.25,1012.88,28.25,34.15,23.65,69.86,11.72,5.61,308.43,17.58,215.07,0.885,0.6915,0.5352,0.7836,0.148,-0.1887,-0.2425,-0.0814,0.271,0.2141,0.4248,4,-1.94,0.0,0.0,0.1507,0.1241,6.595,11.750556897725092
wheat,8.806,559.65,39.09,441.9,24.58,31.97,20.2,56.4,15.86,5.77,312.21,17.75,107.05,0.744,0.7085,0.5996,0.8469,0.0836,-0.0919,-0.2769,0.0504,0.3606,0.2037,0.4596,4,10.83,0.0,0.0,0.0814,0.107,4.966,12.217790222762623
wheat,8.501,831.11,41.64,576.6,22.09,31.1,15.32,63.33,14.16,5.31,157.12,33.88,149.31,0.929,0.689,0.455,0.7793,0.0341,-0.0426,-0.1118,0.034,0.4281,0.3347,0.4986,2,3.61,0.0,0.0,0.113,0.2187,5.598,15.798781044966573
chickpea,9.321,572.38,44.59,632.9,29.13,33.76,21.43,64.87,21.1,6.06,162.79,25.31,104.97,1.265,0.6835,0.4593,0.7858,0.1033,-0.1781,-0.3185,-0.0147,0.2743,0.1786,0.3866,4,14.0,0.0,0.0,0.2618,0.2308,2.887,26.369690676637287
maize,3.712,512.87,17.72,577.71,28.56,34.44,21.91,83.48,20.26,6.65,210.02,16.83,231.33,0.714,0.7973,0.5983,0.9364,0.0516,-0.2307,-0.3221,-0.0615,0.231,0.1804,0.3326,1,6.9,0.0,0.0,0.1545,0.0853,6.28,12.768713932064324
wheat,0.817,926.0,32.25,619.46,26.11,35.84,20.89,98.0,5.46,5.53,125.6,40.34,240.7,0.829,0.726,0.5685,0.9195,0.0729,-0.0595,-0.1631,0.0298,0.2627,0.1241,0.3232,4,5.38,0.84,0.0,0.4223,0.1822,5.19,28.379851783313338
maize,9.107,662.62,53.5,533.46,29.42,38.46,23.12,77.75,9.71,7.02,352.51,7.04,123.4,0.15,0.6223,0.4367,0.748,0.0504,-0.1642,-0.3114,-0.0598,0.2717,0.108,0.3966,4,-0.52,3.46,0.0,0.3148,0.2666,5.908,28.335839132503626
wheat,4.819,676.9,5.19,554.66,27.85,33.19,19.08,55.51,17.82,6.78,252.54,9.89,235.91,0.564,0.7201,0.4897,0.8845,0.1505,-0.2166,-0.385,-0.1565,0.1377,-0.0146,0.2226,1,10.51,0.0,0.0,0.0607,0.1114,5.187,11.443739482983231
wheat,9.538,1137.79,27.28,783.91,27.19,33.82,15.51,78.86,13.64,6.71,215.32,15.66,53.04,0.817,0.7267,0.4871,0.8197,0.0656,-0.0889,-0.256,0.0786,0.2882,0.2264,0.3409,2,-4.05,0.0,0.0,0.3901,0.2151,4.852,25.663216587135558
maize,2.749,757.51,46.64,643.11,37.41,42.56,32.47,76.55,13.47,6.04,175.72,21.58,234.34,0.55,0.6767,0.4639,0.8559,0.1168,-0.3221,-0.4235,-0.2469,0.171,0.027,0.3048,2,-3.66,7.56,0.0,0.3524,0.293,4.578,35.16324525913929
wheat,1.781,150.0,14.04,179.35,29.65,37.38,25.01,67.14,20.5,4.92,199.32,20.44,161.24,0.625,0.5694,0.4163,0.6537,0.1368,-0.2652,-0.3379,-0.1993,0.2116,0.0586,0.2928,4,-0.44,2.38,0.0,0.1231,0.2078,4.115,16.745368130201296
soybean,1.131,161.9,41.59,151.66,28.21,33.09,21.47,74.42,22.6,6.15,375.88,25.4,207.08,0.763,0.7135,0.4474,0.8906,0.1011,-0.0816,-0.2747,0.0646,0.2071,0.1245,0.3226,2,18.35,0.0,0.0,0.287,0.1156,3.097,23.884431248017368
soybean,1.504,637.47,21.98,574.82,32.36,41.25,26.1,69.75,22.6,5.64,300.49,26.27,91.08,0.673,0.8481,0.7028,0.9745,0.0658,-0.2387,-0.3407,-0.1209,0.1913,0.0123,0.3071,1,9.15,6.25,0.0,0.2134,0.2528,3.254,29.788899400770024
cotton,6.724,322.4,6.28,316.25,22.56,31.59,14.69,69.37,1.0,5.13,359.69,23.2,110.28,0.294,0.6826,0.4194,0.766,0.0562,-0.0365,-0.0969,0.1631,0.2466,0.1718,0.401,4,16.38,0.0,0.0,0.0968,0.0415,2.226,12.008039434228554
soybean,7.364,692.11,14.31,588.04,25.19,30.99,19.66,73.82,8.61,7.18,308.5,22.28,270.67,0.493,0.781,0.6606,0.9709,0.0888,-0.1149,-0.2968,0.0156,0.1481,0.0914,0.3222,4,0.29,0.0,0.0,0.2711,0.4387,3.969,30.89776998813797
wheat,1.374,701.29,71.9,531.42,33.72,40.6,27.45,60.06,13.95,7.2,241.62,28.98,170.5,0.918,0.7152,0.5257,0.8523,0.0765,-0.2302,-0.3195,-0.0805,0.2156,0.1349,0.3253,1,-1.0,5.6,0.0,0.4122,0.1245,4.156,28.11336586089521
cotton,7.316,741.66,9.95,785.63,29.62,37.68,20.63,73.11,19.41,6.66,154.42,41.25,231.36,0.833,0.9258,0.6781,1.0,0.1336,-0.1011,-0.227,0.0108,0.1731,0.0402,0.2929,4,7.89,2.68,0.0,0.0844,0.1694,2.911,16.708160865291756
wheat,6.949,361.82,29.47,282.77,27.76,38.19,24.39,58.17,16.16,7.33,237.87,19.4,140.27,1.008,0.6573,0.3622,0.8296,0.0794,-0.1468,-0.3402,-0.081,0.1958,0.0228,0.2626,1,8.02,3.19,0.0,0.0936,0.249,4.405,21.210409899285203
rice,5.091,677.2,8.84,829.89,28.34,34.92,19.96,51.69,10.87,5.9,194.14,19.62,271.34,0.693,0.7237,0.4509,0.825,0.1295,-0.221,-0.3154,-0.0772,0.1597,0.0683,0.3007,1,-5.17,0.0,0.0,0.0414,0.1877,6.217,10.108090705779572
